,courses_id,course_name,department_id
3998,FREN 1010, Beginning French 1,FREN
3999,FREN 1020, Beginning French 2,FREN
4000,FREN 1050, Beginning French Review,FREN
4001,FREN 1200, Medieval Epic Through Game of Thrones,FREN
4002,FREN 1400, Medieval/Renaissance Women Writers in Italy and France,FREN
4003,FREN 1500, Literature and Politics in the Age of Enlightenment,FREN
4004,FREN 1550, The Power of Fairy Tales in Italy and France,FREN
4005,FREN 1610," How to Be French, 1: The Ancien Regime",FREN
4006,FREN 1620, How To Be French? 2: Modernity,FREN
4007,FREN 1700, Francophone Literature in Translation,FREN
4008,FREN 1750, French Colonialism: North Africa and the Middle East,FREN
4009,FREN 1800, Contemporary French Literature in Translation,FREN
4010,FREN 1850, Introduction to French Society and Culture through Cinema,FREN
4011,FREN 1880, The Zombie in History and Popular Culture,FREN
4012,FREN 1900," Modern Paris in Literature, Photographs, Paintings and Movies",FREN
4013,FREN 1950, French Feminisms,FREN
4014,FREN 2110, Second-Year French Grammar Review and Reading 1,FREN
4015,FREN 2120, Second-Year French Grammar Review and Reading 2,FREN
4016,FREN 2500, Conversation in French,FREN
4017,FREN 3010, French Phonetics and Pronunciation,FREN
4018,FREN 3020, French Phonetics Through Musical Performance,FREN
4019,FREN 3050, French Composition,FREN
4020,FREN 3100, Introduction to Critical Reading and Writing in French Literature,FREN
4021,FREN 3110, Main Currents of French Literature 1,FREN
4022,FREN 3120, Main Currents of French Literature 2,FREN
4023,FREN 3200, Introduction to Literary Theory and Advanced Critical Analysis,FREN
4024,FREN 3300, French Culture Through Fashion,FREN
4025,FREN 3400," Culture, Performance and Development in Dakar, Senegal",FREN
4026,FREN 3450, Underground Paris,FREN
4027,FREN 3500, French Current Events: Conversation and Composition,FREN
4028,FREN 3600, Business French 1,FREN
4029,FREN 3700, French-American Cultural Differences,FREN
4030,FREN 3800, France and the Muslim World,FREN
4031,FREN 4030, Advanced Oral Practice and Interpreting,FREN
4032,FREN 4110, French Special Topics,FREN
4033,FREN 4120, French Special Topics,FREN
4034,FREN 4170, Francophone Literature,FREN
4035,FREN 4250, Medieval and Renaissance Readings,FREN
4036,FREN 4300, Theatre and Modernity in 17th Century France,FREN
4037,FREN 4330, Moliere and 17th Century French Comedy,FREN
4038,FREN 4350, French Enlightenment,FREN
4039,FREN 4430, Survey of 19th Century French Literature,FREN
4040,FREN 4470, 20th Century French Theatre and Poetry,FREN
4041,FREN 4480, 20th Century French Novel,FREN
4042,FREN 4600, Topics in French Film,FREN
4043,FREN 4700, Encountering Animals: Contemporary Discourse and the Dialog of Species,FREN
4044,FREN 4750, Methods of Teaching French and Professional Orientation,FREN
4045,FREN 4800, Postmodernist French Novel in Translation,FREN
4046,FREN 4840, Independent Study: Language,FREN
4047,FREN 4860," War, Trauma, and Memory: Amnesias, Revisions, and Representations of Traumatic History",FREN
4048,FREN 4960, High School French Teaching,FREN
4049,FREN 4980, French Senior Honors Thesis,FREN
4050,FREN 4990, Senior Seminar,FREN
4051,FREN 5110, French Special Topics,FREN
4052,FREN 5120, French Special Topics,FREN
4053,FREN 5170, Francophone African Literature,FREN
4054,FREN 5250, Medieval and Renaissance Readings,FREN
4055,FREN 5310, 17th Century French Tragedy and Poetry,FREN
4056,FREN 5320, 17th Century French Prose,FREN
4057,FREN 5330, Moliere and 17th Century French Comedy,FREN
4058,FREN 5350, French Enlightenment,FREN
4059,FREN 5360, 18th Century French Literature,FREN
4060,FREN 5420, 19th Century French Literature,FREN
4061,FREN 5430," Topics in 19th Century French Prose, Poetry, and Theatre",FREN
4062,FREN 5440, Literary Ludics,FREN
4063,FREN 5445," Literary Theory, Part I",FREN
4064,FREN 5450, Proust and Modernity,FREN
4065,FREN 5470, 20th Century French Theatre and Poetry,FREN
4066,FREN 5770, Methods of Teaching French as a Foreign Language,FREN
4067,FREN 6840, Independent Study,FREN
4068,FREN 6940, Master's Candidate for Degree,FREN
4069,FREN 8990, Doctoral Dissertation,FREN
4070,GEOG 1001, Environmental Systems: Climate and Vegetation,GEOG
4071,GEOG 1011, Environmental Systems: Landscapes and Water,GEOG
4072,GEOG 1962, Geographies of Global Change,GEOG
4073,GEOG 1972, Environment-Society Geography,GEOG
4074,GEOG 1982," Global Geographies: Societies, Places, Connections",GEOG
4075,GEOG 1992, Human Geographies,GEOG
4076,GEOG 2053, Mapping a Changing World,GEOG
4077,GEOG 2092, Advanced Introduction to Human Geography,GEOG
4078,GEOG 2271, Introduction to the Arctic Environment,GEOG
4079,GEOG 2692, Foundations in Public Health,GEOG
4080,GEOG 2852, Contemporary Southeast Asia: Environmental Politics,GEOG
4081,GEOG 3022, Climate Politics and Policy,GEOG
4082,GEOG 3023, Statistics and Geographic Data,GEOG
4083,GEOG 3053, Geographic Information Science: Mapping,GEOG
4084,GEOG 3251, Mountain Geography,GEOG
4085,GEOG 3301, Analysis of Climate and Weather Observations,GEOG
4086,GEOG 3351, Biogeography,GEOG
4087,GEOG 3402, Natural Hazards,GEOG
4088,GEOG 3412, Conservation Practice and Resource Management,GEOG
4089,GEOG 3422, Political Ecology,GEOG
4090,GEOG 3511, Introduction to Hydrology,GEOG
4091,GEOG 3601, Principles of Climate,GEOG
4092,GEOG 3612, Geography of American Cities,GEOG
4093,GEOG 3622, Cities of the Global South,GEOG
4094,GEOG 3662, Economic Geography,GEOG
4095,GEOG 3672," Who Runs the World? Sex, Power, and Gender in Geography",GEOG
4096,GEOG 3682, Geography of International Development,GEOG
4097,GEOG 3692, Introduction to Global Public Health,GEOG
4098,GEOG 3742," Place, Power, and Contemporary Culture",GEOG
4099,GEOG 3782," Environmentalism, Race, and Justice",GEOG
4100,GEOG 3812," Mexico, Central America, and the Caribbean",GEOG
4101,GEOG 3822, Geography of China,GEOG
4102,GEOG 3832, Geographies of South Asia,GEOG
4103,GEOG 3840, Undergraduate Independent Study,GEOG
4104,GEOG 3842," Human Geography of Czechia: Political, Economic and Social Transitions",GEOG
4105,GEOG 3862, Geography of Africa,GEOG
4106,GEOG 3882, Geography of the Former Soviet Union,GEOG
4107,GEOG 3930, Internship,GEOG
4108,GEOG 4001, Topics in Physical Geography,GEOG
4109,GEOG 4002, Topics in Human and Environment/Society Geography,GEOG
4110,GEOG 4003, Topics in Geographic Skills,GEOG
4111,GEOG 4023, Advanced Quantitative Methods for Spatial Data,GEOG
4112,GEOG 4043, Advanced Geovisualization and Web Mapping,GEOG
4113,GEOG 4093, Remote Sensing of the Environment,GEOG
4114,GEOG 4103, Geographic Information Science: Spatial Analytics,GEOG
4115,GEOG 4173, Research Seminar,GEOG
4116,GEOG 4201, Biometeorology,GEOG
4117,GEOG 4203, Geographic Information Science: Spatial Modeling,GEOG
4118,GEOG 4241, Principles of Geomorphology,GEOG
4119,GEOG 4251, Fluvial Geomorphology,GEOG
4120,GEOG 4261, Glaciers and Permafrost,GEOG
4121,GEOG 4271, The Arctic Climate System,GEOG
4122,GEOG 4292," Migration, Immigrant Adaptation, and Development",GEOG
4123,GEOG 4303, Geographic Information Science: Spatial Programming,GEOG
4124,GEOG 4311, Watershed Biogeochemistry,GEOG
4125,GEOG 4321, Snow Hydrology,GEOG
4126,GEOG 4331, Mountain Climatology,GEOG
4127,GEOG 4371, Forest Geography: Principles and Dynamics,GEOG
4128,GEOG 4401, Soils Geography,GEOG
4129,GEOG 4403, Geographic Information Science: Space Time Analytics,GEOG
4130,GEOG 4430, Seminar: Conservation Trends,GEOG
4131,GEOG 4463, Earth Analytics Data Science Bootcamp,GEOG
4132,GEOG 4501, Water Resources and Water Management of Western United States,GEOG
4133,GEOG 4503, Geographic Information Science: Project Management,GEOG
4134,GEOG 4563, Earth Analytics,GEOG
4135,GEOG 4603, GIS in the Social and Natural Sciences,GEOG
4136,GEOG 4622, City Life,GEOG
4137,GEOG 4632, Development Geography,GEOG
4138,GEOG 4712, Political Geography,GEOG
4139,GEOG 4722, Field Methods in Human Geography,GEOG
4140,GEOG 4732, Population Geography,GEOG
4141,GEOG 4742, Topics in Environment and Society,GEOG
4142,GEOG 4762, Geographies of Political Islam,GEOG
4143,GEOG 4772, The Geography of Food and Agriculture,GEOG
4144,GEOG 4812, Political Ecology & Latin America,GEOG
4145,GEOG 4822, Environment and Development in China,GEOG
4146,GEOG 4832, Geography of Tibet,GEOG
4147,GEOG 4842, Global Frontiers in Southeast Asia,GEOG
4148,GEOG 4852, Health and Medical Geography,GEOG
4149,GEOG 4892, Geography of Western Europe,GEOG
4150,GEOG 4990, Senior Thesis,GEOG
4151,GEOG 5003, Elements of Geographic Information Systems,GEOG
4152,GEOG 5023, Advanced Quantitative Methods for Spatial Data,GEOG
4153,GEOG 5043, Advanced Geovisualization and Web Mapping,GEOG
4154,GEOG 5093, Remote Sensing of the Environment,GEOG
4155,GEOG 5100, Special Topics: Geography,GEOG
4156,GEOG 5103, Geographic Information Science: Spatial Analytics,GEOG
4157,GEOG 5113, Seminar: Geographic Information Systems,GEOG
4158,GEOG 5152, History and Theory of Geography,GEOG
4159,GEOG 5161, Research Design in Geography,GEOG
4160,GEOG 5203, Geographic Information Science: Spatial Modeling,GEOG
4161,GEOG 5211, Seminar: Physical Climatology,GEOG
4162,GEOG 5221, Synoptic and Dynamic Climatology,GEOG
4163,GEOG 5241, Topics in Physical Geography,GEOG
4164,GEOG 5251, Fluvial Geomorphology,GEOG
4165,GEOG 5271, The Arctic Climate System,GEOG
4166,GEOG 5292," Migration, Immigrant Adaptation, and Development",GEOG
4167,GEOG 5303, Geographic Information Science: Spatial Programming,GEOG
4168,GEOG 5321, Snow Hydrology,GEOG
4169,GEOG 5331, Mountain Climatology,GEOG
4170,GEOG 5371, Forest Geography: Principles and Dynamics,GEOG
4171,GEOG 5391, Seminar: Biogeography,GEOG
4172,GEOG 5401, Soils Geography,GEOG
4173,GEOG 5403, Geographic Information Science: Space Time Analytics,GEOG
4174,GEOG 5463, Earth Analytics Data Science Bootcamp,GEOG
4175,GEOG 5501, Water Resources and Water Management of Western United States,GEOG
4176,GEOG 5503, Geographic Information Science: Project Management,GEOG
4177,GEOG 5563, Earth Analytics,GEOG
4178,GEOG 5603, GIS in the Social and Natural Sciences,GEOG
4179,GEOG 5622, City Life,GEOG
4180,GEOG 5632, Development Geography,GEOG
4181,GEOG 5642, Seminar: Urban Geography,GEOG
4182,GEOG 5652, Introduction to Social Theory,GEOG
4183,GEOG 5662, Seminar: Topics in Economic Geography,GEOG
4184,GEOG 5663, Earth Analytics Applications,GEOG
4185,GEOG 5712, Political Geography,GEOG
4186,GEOG 5722, Field Methods in Human Geography,GEOG
4187,GEOG 5732, Population Geography,GEOG
4188,GEOG 5750, Climate Politics and Science-Policy,GEOG
4189,GEOG 5782, Sustainable Development: Critique,GEOG
4190,GEOG 5832, Geography of Tibet,GEOG
4191,GEOG 5840, Graduate Independent Study,GEOG
4192,GEOG 5842, Global Frontiers in Southeast Asia,GEOG
4193,GEOG 5852, Health and Medical Geography,GEOG
4194,GEOG 5930, Advanced Internship,GEOG
4195,GEOG 5961, Theories of Climate and Climate Variability,GEOG
4196,GEOG 6180, Seminar: Geographic Problems,GEOG
4197,GEOG 6211, Readings in Climatology,GEOG
4198,GEOG 6402, Seminar: Political Ecology,GEOG
4199,GEOG 6712, Seminar: Political Geography,GEOG
4200,GEOG 6732, Formal Population Geography: Analysis and Forecasting,GEOG
4201,GEOG 6742, Seminar: Cultural Geography,GEOG
4202,GEOG 6940, Master's Candidate for Degree,GEOG
4203,GEOG 6950, Master's Thesis,GEOG
4204,GEOG 7118, Foundations of Environmental Justice,GEOG
4205,GEOG 7840, Graduate Independent Study,GEOG
4206,GEOG 8990, Doctoral Dissertation,GEOG
4207,GEOL 1010, Exploring Earth,GEOL
4208,GEOL 1012, Exploring Earth for Scientists,GEOL
4209,GEOL 1020," Dodos, Dinos, and Deinococcus: The History of a Habitable Planet",GEOL
4210,GEOL 1030, Introduction to Geology Laboratory 1,GEOL
4211,GEOL 1040, Geology of Colorado,GEOL
4212,GEOL 1060, Global Change: An Earth Science Perspective,GEOL
4213,GEOL 1150," Water, Energy and Environment: An Introduction to Earth Resources",GEOL
4214,GEOL 1160, Environmental Geoscience Â¿ Where Science Meets Society,GEOL
4215,GEOL 1170, Our Deadly Planet,GEOL
4216,GEOL 1180, Our Microbial Planet,GEOL
4217,GEOL 2001, Planet Earth,GEOL
4218,GEOL 2005, Introduction to Earth Materials,GEOL
4219,GEOL 2040, The Search for Life in the Universe,GEOL
4220,GEOL 2100, Environmental Geology,GEOL
4221,GEOL 2700, Introduction to Field Geology,GEOL
4222,GEOL 3010, Introduction to Mineralogy,GEOL
4223,GEOL 3020, Petrology,GEOL
4224,GEOL 3023, Statistics and Geographic Data,GEOL
4225,GEOL 3030, Introduction to Hydrogeology,GEOL
4226,GEOL 3040, Global Change: The Recent Geological Record,GEOL
4227,GEOL 3050, GIS for Geologists,GEOL
4228,GEOL 3070, Introduction to Oceanography,GEOL
4229,GEOL 3090, Developing Scientific Writing Skills,GEOL
4230,GEOL 3120, Structural Geology,GEOL
4231,GEOL 3181, Microbial Planet Laboratory,GEOL
4232,GEOL 3300, Extraterrestrial Life,GEOL
4233,GEOL 3320, Introduction to Geochemistry,GEOL
4234,GEOL 3330, Principles of Geophysics,GEOL
4235,GEOL 3340, The Cryosphere: Earth's Icy Environments,GEOL
4236,GEOL 3410, Paleobiology,GEOL
4237,GEOL 3430, Sedimentology and Stratigraphy,GEOL
4238,GEOL 3520, Energy and Climate Change: An Interdisciplinary Approach,GEOL
4239,GEOL 3540, Introduction to Petroleum Geology,GEOL
4240,GEOL 3720, Evolution of Life: The Geological Record,GEOL
4241,GEOL 3820, The Fluid Earth,GEOL
4242,GEOL 3910, Earth and Planetary Inference,GEOL
4243,GEOL 3950, Natural Catastrophes and Geologic Hazards,GEOL
4244,GEOL 4001, Geology Majors Research Seminar,GEOL
4245,GEOL 4060, Oceanography,GEOL
4246,GEOL 4070, Paleoclimatology,GEOL
4247,GEOL 4093, Remote Sensing of the Environment,GEOL
4248,GEOL 4120, Advanced Structural Geology and Tectonics,GEOL
4249,GEOL 4150, Planetary Field Geology,GEOL
4250,GEOL 4160, Introduction to Biogeochemistry,GEOL
4251,GEOL 4185, Geomicrobiology,GEOL
4252,GEOL 4215, Geochronology and Thermochronology,GEOL
4253,GEOL 4241, Principles of Geomorphology,GEOL
4254,GEOL 4270, Marine Chemistry and Geochemistry,GEOL
4255,GEOL 4330, Cosmochemistry,GEOL
4256,GEOL 4380, Fundamentals of Stable Isotope Geochemistry,GEOL
4257,GEOL 4474, Vertebrate Paleontology,GEOL
4258,GEOL 4611, Organic Geochemistry,GEOL
4259,GEOL 4670, Isotope Geology,GEOL
4260,GEOL 4675, Stable Isotopes in Paleoclimate and Paleoecology,GEOL
4261,GEOL 4700, Special Geological Topics,GEOL
4262,GEOL 4711, Igneous and Metamorphic Field Geology,GEOL
4263,GEOL 4712, Structural Field Geology,GEOL
4264,GEOL 4714, Field Geophysics,GEOL
4265,GEOL 4715, Field Techniques in Hydrogeology,GEOL
4266,GEOL 4716, Environmental Field Geochemistry,GEOL
4267,GEOL 4717, Field Seminar in Geology and Tectonics,GEOL
4268,GEOL 4719, Field Analysis and Tectonics of Crystalline Rocks,GEOL
4269,GEOL 4721, Field Methods in Active Tectonics,GEOL
4270,GEOL 4723, Field Studies in Sedimentology,GEOL
4271,GEOL 4725, Field Based Special Topics in Geoscience,GEOL
4272,GEOL 4755, Field Geobiology,GEOL
4273,GEOL 4840, Independent Study in Geology,GEOL
4274,GEOL 4841, Independent Study-Economic Geology,GEOL
4275,GEOL 4842, Independent Study-Petrology,GEOL
4276,GEOL 4843, Independent Study-Sedimentology,GEOL
4277,GEOL 4844, Independent Study-Structure/Tectonics,GEOL
4278,GEOL 4845, Ind Stdy-Geochemistry,GEOL
4279,GEOL 4846, Independent Study-Geophysics,GEOL
4280,GEOL 4847, Independent Study-Hydrology,GEOL
4281,GEOL 4849, Indepedent Study-Paleontology,GEOL
4282,GEOL 4851, Independent Study in Geoscience Education,GEOL
4283,GEOL 4862, Geology Independent Study,GEOL
4284,GEOL 4990, Honors Thesis,GEOL
4285,GEOL 5001, Physics and Chemistry of the Solid Earth,GEOL
4286,GEOL 5002," Physics, Chemistry, and Biology of Sedimentary Systems",GEOL
4287,GEOL 5003, Graduate Writing Seminar,GEOL
4288,GEOL 5021, Petrology: Evolution of Crustal and Mantle Rocks,GEOL
4289,GEOL 5042, Computational Tools in Geosciences,GEOL
4290,GEOL 5060, Oceanography,GEOL
4291,GEOL 5080, Advanced Hydrogeology and Modeling Concepts,GEOL
4292,GEOL 5093, Remote Sensing of the Environment,GEOL
4293,GEOL 5101, Introduction to Geological Sciences Faculty I,GEOL
4294,GEOL 5102, Introduction to Geological Sciences Faculty II,GEOL
4295,GEOL 5110, Geomechanics,GEOL
4296,GEOL 5111, Rheology: Fracture and Flow of Rocks,GEOL
4297,GEOL 5120, Advanced Structural Geology and Tectonics,GEOL
4298,GEOL 5123, Teaching and Learning in Post-Secondary Science Education,GEOL
4299,GEOL 5125, Communicating Earth Science with the Public,GEOL
4300,GEOL 5150, Planetary Field Geology,GEOL
4301,GEOL 5185, Geomicrobiology,GEOL
4302,GEOL 5215, Geochronology and Thermochronology,GEOL
4303,GEOL 5216, Geochronology Reading and Discussion Seminar,GEOL
4304,GEOL 5253, Stable Isotope Fractionation in Biogeochemical Processes,GEOL
4305,GEOL 5270, Marine Chemistry and Geochemistry,GEOL
4306,GEOL 5280, Aqueous and Environmental Geochemistry,GEOL
4307,GEOL 5305, Global Biogeochemical Cycles,GEOL
4308,GEOL 5330, Cosmochemistry,GEOL
4309,GEOL 5341, The Cryosphere: Earth's Icy Environments,GEOL
4310,GEOL 5380, Fundamentals of Stable Isotope Geochemistry,GEOL
4311,GEOL 5420, Quaternary Dating Methods,GEOL
4312,GEOL 5430, Paleoceanography and Paleoclimatology,GEOL
4313,GEOL 5432, Active Tectonics,GEOL
4314,GEOL 5474, Vertebrate Paleontology,GEOL
4315,GEOL 5555, Topics in Macroevolution,GEOL
4316,GEOL 5611, Organic Geochemistry,GEOL
4317,GEOL 5612, Techniques in Organic Geochemistry,GEOL
4318,GEOL 5660, Sedimentology & Geobiology of Carbonates,GEOL
4319,GEOL 5670, Isotope Geology,GEOL
4320,GEOL 5675, Stable Isotopes in Paleoclimate and Paleoecology,GEOL
4321,GEOL 5690, Tectonic History of the Western United States,GEOL
4322,GEOL 5700, Geological Topics Seminar,GEOL
4323,GEOL 5701, Super-Problems in Quatrnary Climate,GEOL
4324,GEOL 5702, Geomorphology Seminar,GEOL
4325,GEOL 5703, Seminar in Tectonics,GEOL
4326,GEOL 5704, Carbonates Seminar,GEOL
4327,GEOL 5705, Seminar in Paleoclimate,GEOL
4328,GEOL 5711, Igneous and Metamorphic Field Geology,GEOL
4329,GEOL 5712, Structural Field Geology,GEOL
4330,GEOL 5714, Field Geophysics,GEOL
4331,GEOL 5715, Field Techniques in Surficial Geology and Geohydrology,GEOL
4332,GEOL 5716, Environmental Field Geochemistry,GEOL
4333,GEOL 5717, Field Seminar in Geology and Tectonics,GEOL
4334,GEOL 5719, Field Analysis and Tectonics of Crystalline Rocks,GEOL
4335,GEOL 5725, Field Based Special Topics in Geoscience,GEOL
4336,GEOL 5755, Field Geobiology,GEOL
4337,GEOL 5775, Introduction to Numerical Modeling in Geoscience,GEOL
4338,GEOL 5800, Planetary Surfaces and Interiors,GEOL
4339,GEOL 5810, Planetary Atmospheres,GEOL
4340,GEOL 5820, Origin and Evolution of Planetary Systems,GEOL
4341,GEOL 5830, Topics in Planetary Science,GEOL
4342,GEOL 5835, Seminar in Planetary Science,GEOL
4343,GEOL 5840, Independent Study-Quaternary Geology,GEOL
4344,GEOL 5841, Independent Study-Economic Geology,GEOL
4345,GEOL 5842, Independent Study-Petrology,GEOL
4346,GEOL 5843, Independent Study-Sedimentology,GEOL
4347,GEOL 5844, Independent Study-Structure/Tectonics,GEOL
4348,GEOL 5845, Independent Study-Geochemistry,GEOL
4349,GEOL 5846, Independent Study-Geophysics,GEOL
4350,GEOL 5847, Independent Study-Hydrology,GEOL
4351,GEOL 5849, Independent Study-Paleontology,GEOL
4352,GEOL 5851, Independent Study-Sediment Petrology,GEOL
4353,GEOL 5852, Independent Study--GIS Applications in Quaternary Geosciences,GEOL
4354,GEOL 5862, Geology Independent Study,GEOL
4355,GEOL 5910, Geothermodynamics,GEOL
4356,GEOL 6050, Space Instrumentation,GEOL
4357,GEOL 6060, Petroleum Geology of Turbidite Systems,GEOL
4358,GEOL 6310, Sedimentary Petrology,GEOL
4359,GEOL 6330, Applied Sequence Stratigraphy and Basin Analysis,GEOL
4360,GEOL 6610, Earth and Planetary Physics 1,GEOL
4361,GEOL 6620, Earth and Planetary Physics 2,GEOL
4362,GEOL 6630, Earth and Planetary Physics 3,GEOL
4363,GEOL 6650, Seminar in Geophysics,GEOL
4364,GEOL 6655, InSAR Processing and Interpretation,GEOL
4365,GEOL 6670, Geophysical Inverse Theory,GEOL
4366,GEOL 6940, Master's Candidate for Degree,GEOL
4367,GEOL 6950, Master's Thesis,GEOL
4368,GEOL 6960, Plan II Master's Research,GEOL
4369,GEOL 8990, Doctoral Dissertation,GEOL
4370,GRMN 1010, Beginning German 1,GRMN
4371,GRMN 1020, Beginning German 2,GRMN
4372,GRMN 1030, Intensive Beginning German,GRMN
4373,GRMN 1500, German for Reading Knowledge,GRMN
4374,GRMN 1601, Germany Today,GRMN
4375,GRMN 1602, Metropolis and Modernity,GRMN
4376,GRMN 1701, Nature and Environment in German Literature and Thought,GRMN
4377,GRMN 2010, Intermediate German 1,GRMN
4378,GRMN 2020, Intermediate German 2,GRMN
4379,GRMN 2030, Intensive Intermediate German,GRMN
4380,GRMN 2141, Topics in Modern German Culture and Society,GRMN
4381,GRMN 2301," Inside Nazi Germany: Politics, Culture, and Everyday Life in the Third Reich",GRMN
4382,GRMN 2302," Nazis on Screen: Hollywood, War, Propaganda",GRMN
4383,GRMN 2501, Miniatures of Modrn Life: From Berlin to Vienna and Beyond,GRMN
4384,GRMN 2502, Representing the Holocaust,GRMN
4385,GRMN 2503, Fairy Tales of Germany,GRMN
4386,GRMN 2601, Kafka and the Kafkaesque,GRMN
4387,GRMN 2603, Moral Dilemmas in Philosophy and Literature,GRMN
4388,GRMN 3010, Advanced German 1,GRMN
4389,GRMN 3020, Advanced German 2,GRMN
4390,GRMN 3030, Business German,GRMN
4391,GRMN 3050, German for Science and Engineering,GRMN
4392,GRMN 3110, German Literature from the Avant-garde to the Postmodern,GRMN
4393,GRMN 3120, German Literature from the Enlightenment  to Expressionism,GRMN
4394,GRMN 3130, Issues in German Philosophy and Literature,GRMN
4395,GRMN 3140, Current Issues in German Literature,GRMN
4396,GRMN 3141, Topics in Modern German Culture and Society,GRMN
4397,GRMN 3150, Issues in German Politics and Literature,GRMN
4398,GRMN 3301, Modern Art and Design at the Bauhaus,GRMN
4399,GRMN 3401, The German Experience in North America,GRMN
4400,GRMN 3501, The German-Jewish Experience: From the Enlightenment to the Present,GRMN
4401,GRMN 3502, Literature in the Age of Goethe,GRMN
4402,GRMN 3503, German Film Through World War II,GRMN
4403,GRMN 3504, Topics in German Film,GRMN
4404,GRMN 3505, The Enlightenment: Tolerance and Emancipation,GRMN
4405,GRMN 3506, Tracing the Criminal: Crime in 19th C Society and Culture,GRMN
4406,GRMN 3507, Engineering and the Practice of Literature,GRMN
4407,GRMN 3508," Masters of Suspicion: Marx, Nietzsche, Freud",GRMN
4408,GRMN 3513, German Film and Society 1945-1989,GRMN
4409,GRMN 3514, German Film & Society After 1989,GRMN
4410,GRMN 3520, Open Topics in the Cultural Context,GRMN
4411,GRMN 3601, German Women Writers,GRMN
4412,GRMN 3681, Refugees in German Culture,GRMN
4413,GRMN 3702, Dada and Surrealist Literature,GRMN
4414,GRMN 3802, Politics and Culture in Berlin 1900-1939,GRMN
4415,GRMN 3900, Independent Study,GRMN
4416,GRMN 3930, Internship,GRMN
4417,GRMN 4010, Advanced German III,GRMN
4418,GRMN 4051, Critical Theory of the Frankfurt School,GRMN
4419,GRMN 4231," Sex, Love and Marriage in Literature and Philosophy",GRMN
4420,GRMN 4251, Marxism,GRMN
4421,GRMN 4301," Gender, Race and Immigration in Germany and Europe",GRMN
4422,GRMN 4330, The Age of Goethe,GRMN
4423,GRMN 4340, Seminar in German Literature,GRMN
4424,GRMN 4450, Methods of Teaching German,GRMN
4425,GRMN 4460, High School German Teaching,GRMN
4426,GRMN 4501, Seminar: Literature in Cultural Context,GRMN
4427,GRMN 4502, Nietzsche: Literature and Values,GRMN
4428,GRMN 4503, Issues in German Thought,GRMN
4429,GRMN 4504, Goethe's Faust,GRMN
4430,GRMN 4550, Senior Seminar in German Studies,GRMN
4431,GRMN 4900, Independent Study,GRMN
4432,GRMN 5010, Theory and Practice of German Studies,GRMN
4433,GRMN 5020, Applied Linguistics and Foreign Language Teaching Methodology,GRMN
4434,GRMN 5030, Foundations of Critical Theory,GRMN
4435,GRMN 5051, Critical Theory of the Frankfurt School,GRMN
4436,GRMN 5210, Seminar: The Age of Enlightenment,GRMN
4437,GRMN 5220, Seminar: Topics in the Age of Goethe,GRMN
4438,GRMN 5231," Sex, Love and Marriage in Literature and Philosophy",GRMN
4439,GRMN 5301," Gender, Race, and Immigration in Germany and Europe",GRMN
4440,GRMN 5310, Seminar: Topics in the 19th Century,GRMN
4441,GRMN 5320, Seminar: The German Novel from 1901--1956,GRMN
4442,GRMN 5330, Seminar: German Intellectuals and Society Between the Wars,GRMN
4443,GRMN 5410, Seminar: Topics in Early 20th Century German Society,GRMN
4444,GRMN 5420, Seminar: Topics in Contemporary German-speaking Societies,GRMN
4445,GRMN 5504, Goethe's Faust,GRMN
4446,GRMN 5510, Seminar: Open Topics in German Civilization,GRMN
4447,GRMN 5520, Seminar: Current Issues in German Literature and Media,GRMN
4448,GRMN 5900, Independent Study,GRMN
4449,GRMN 6900, Master's Thesis,GRMN
4450,GRMN 6940, Master's Candidate for Degree,GRMN
4451,GRMN 7010, Writing Colloquium,GRMN
4452,GRMN 7900, Independent Study,GRMN
4453,GRMN 7930, Internship,GRMN
4454,GRMN 8990, Doctoral Dissertation,GRMN
4455,GSLL 2350, Introduction to Jewish Culture,GSLL
4456,GSLL 2551, Modern Jewish Literature,GSLL
4457,GSLL 3401, The Heart of Europe: Filmmakers and Writers in 20th Century Central Europe,GSLL
4458,GSLL 3600, Contemporary Jewish Societies,GSLL
4459,GSLL 5900, Independent Study,GSLL
4460,GSAP 1000, World Politics and Society,GSAP
4461,GSAP 1500, Community Engagement,GSAP
4462,GSAP 2010, Introduction to National Security,GSAP
4463,GRAD 5000, Responsible Conduct of Research,GRAD
4464,GRAD 5100, Graduate Training Course in Inclusive Excellence,GRAD
4465,GRTE 5010, Graduate Humanities for Teachers,GRTE
4466,GRTE 5020, Graduate Mathematics for Teachers,GRTE
4467,GRTE 5030, Graduate Natural Sciences for Teachers,GRTE
4468,GRTE 5040, Graduate Social Sciences for Teachers,GRTE
4469,GREK 1013, Beginning Classical Greek 1,GREK
4470,GREK 1023, Beginning Classical Greek 2,GREK
4471,GREK 3013, Readings in the Greek New Testament and Septuagint,GREK
4472,GREK 3113, Intermediate Classical Greek 1,GREK
4473,GREK 3123, Intermediate Classical Greek 2,GREK
4474,GREK 4013, Topics in Greek Prose,GREK
4475,GREK 4023, Topics in Greek Poetry,GREK
4476,GREK 4093, Survey of Greek Literature,GREK
4477,GREK 4843, Independent Study,GREK
4478,GREK 5013, Topics in Greek Prose,GREK
4479,GREK 5023, Topics in Greek Poetry,GREK
4480,GREK 5093, Survey of Greek Literature,GREK
4481,GREK 6003, Graduate Reading,GREK
4482,GREK 6843, Graduate Independent Study,GREK
